N Pedido;Nmero de parte;Fecha de pedido;Proveedor;Nombre del proveedor;Cant. del Pedido;Cantidad recibida;presupuesto pedido;presupuesto pendiente ;Estado Pedido;Descripcion del articulo
17964;2253292664;06-02-2023;96910280-3;BIOCLIN S.A.;200;200;$168.980;$0;Completado;MANGA ENDOSCOPIA
17965;2132130033;07-02-2023;61608604-9;Hospital Clinico San Borja Arriarian;30;30;$79.305;$0;Completado;TENOFOVIR LAMIVUDINA DOLUTEGRAVIR 300 300 50mg TLD
17966;3479260754;07-02-2023;77009405-4;BOSTON SCIENTIFIC CHILE SPA;4;4;$380.800;$0;Completado;GUIA HIDROFILICA 0.035 DOBLE PUNTA FLEXIBLE
17967;2165622000;07-02-2023;91546000-3;LABORATORIO SANDERSON SA;5000;2500;$981.750;$490.875;Abierto;SODIO CLORURO 10   20 ML
17968;2622620019;07-02-2023;77807840-6;RECETARIO MAGISTRAL ENDOVENOSO S.A.;5;5;$89.250;$0;Completado;OMEGAVEN 10  100ML
17968;2622620018;07-02-2023;77807840-6;RECETARIO MAGISTRAL ENDOVENOSO S.A.;22;22;$2.199.120;$0;Completado;NPT MAGISTRAL 1001 A 3000 ML
17969;3406265606;07-02-2023;76112212-6;Equipos Medicos Zepeda y Cia. Ltda.;6;6;$1.093.205;$0;Completado;SONDA PARA GAS ARGON
17970;2130001544;07-02-2023;76896389-4;VITAFARMA S.A.;150;150;$1.606.500;$0;Completado;TIGECICLINA 50 MG FA
17971;3470000256;07-02-2023;79895670-1;PV EQUIP SA;500;500;$7.735.000;$0;Completado;TRANSDUCTOR DES. BASICO
17972;2254931555;07-02-2023;96625950-7;TECNIKA S.A.;600;500;$105.672;$17.612;Completado;PAPEL CREPADO GM3 90X90 CM
17973;2449965115;07-02-2023;96659920-0;BIOMiERIEUX CHILE;100;100;$328.440;$0;Completado;PLACA AGAR TCBS
17974;2140000076;07-02-2023;77337544-5;SCM PHARMA SPA;3600;3600;$1.135.260;$0;Completado;ISOSORBIDE MONONITR. 20 MG
17975;2142140006;07-02-2023;76786297-0;ADN FARMACEUTICA;1700;1700;$1.780.240;$0;Completado;COTRIMOXAZOL FORTE 800 160 MG
17976;2115425957;07-02-2023;79581120-6;Difem Laboratorios S.A.;1200;0;$237.905;$237.905;Completado;ALCOHOL ETILICO 65 70 GEL 340 500 ML
17977;90090049;07-02-2023;76419925-1;DEEP FLY S.A.;100;100;$1.049.461;$0;Completado;DISPENSADOR  JABON TOCADOR 1.3 LT
17978;3473470122;07-02-2023;96515660-7;CENTRAL DE COMPRAS DEL EXTRASISTEMA S.A.;2;2;$349.860;$0;Completado;PROTESIS PANCREATICA 5 FR. 9 CM 
17979;3473470121;07-02-2023;78566250-4;PRODUCTOS MEDICOS PROMEDON CHILE S A;20;20;$602.283;$0;Completado;PROTESIS BILIAR 7 FR  15 CM PROTESIS BILIAR 7 FR  
17980;3473470107;07-02-2023;76112212-6;Equipos Medicos Zepeda y Cia. Ltda.;80;80;$218.579;$0;Completado;CEPILLO ASEO ELEVADOR DUODENOSCOPIOS
17981;3470000216;07-02-2023;76795536-7;INVERSIONES MIT SPA;5;5;$386.750;$0;Completado;PAPILOTOMO PUNTA
17982;3473470097;07-02-2023;76795536-7;INVERSIONES MIT SPA;6;6;$464.100;$0;Completado;CANASTILLO EXTRACCION  APERTURA 30 MM ENDOSC
17983;2162197100;07-02-2023;77807840-6;RECETARIO MAGISTRAL ENDOVENOSO S.A.;25000;7600;$3.480.750;$2.422.602;Abierto;KETOPROFENO 100 MG I.V. GEN 
17984;3479696173;07-02-2023;86383300-0;MEDIPLEX S.A.;80;80;$6.378.400;$0;Completado;CIRCUITO BASE CALEFACTORA ALTO FLUJO AIRVO2
17985;3473470132;07-02-2023;77385180-8;SmartMedical Prod. y Servicios Medicos S;30;30;$1.781.430;$0;Completado;KIT CIRCUITO VENTILACION ALTO FLUJO RESPIC
17986;3479696166;07-02-2023;86383300-0;MEDIPLEX S.A.;20;20;$761.600;$0;Completado;CONEXION OPTIFLOW TRAQUEOSTOMIA AIRVO2
17987;2171051000;07-02-2023;78914950-K;SALLES ZAPATA Y COMPANIA LIMITADA;1500;500;$4.641.000;$3.094.000;Abierto;FENOTEROL IPRATROPIUM SOL. NEB.
17988;3473470106;07-02-2023;77067168-K;FRIMED SPA;80;80;$295.120;$0;Completado;CEPILLO ASEO DUODENOSCOPIOS
17989;3479696174;07-02-2023;86383300-0;MEDIPLEX S.A.;30;30;$717.570;$0;Completado;FILTRO AIRE EXTERNO AIRVO2
17990;100000001;07-02-2023;77141968-2;COMERCIALIZADORA FCO. JAVIER CRUCES JAR;10;10;$35.581;$0;Completado;CEPILLO LIMPIA MAMADERA
17990;100000002;07-02-2023;77141968-2;COMERCIALIZADORA FCO. JAVIER CRUCES JAR;20;20;$118.762;$0;Completado;CUCHARA SILICONADA 5ML
17991;90000639;07-02-2023;77629294-K;ABCG GRUP SPA;500;500;$190.995;$0;Completado;RECARGA INSECTICIDA
17991;122121624;07-02-2023;77629294-K;ABCG GRUP SPA;120;120;$1.092.991;$0;Completado;ENCHUFE PARA INSECTICIDA AHUYENTA ZANCUDO RAID
17992;3470000113;07-02-2023;77783690-0;DOLPHIN MEDICAL SpA;200;200;$342.720;$0;Completado;CEPILLO ASEO ENDOSCOPIO ST.
17993;3477510924;07-02-2023;96515660-7;CENTRAL DE COMPRAS DEL EXTRASISTEMA S.A.;4;4;$3.213.000;$0;Completado;FILTRO VENA CAVA
17994;2120000014;07-02-2023;76237266-5;Laboratorios Andromaco S A;30;30;$328.440;$0;Completado;Buprenorfina 10mcg h
17995;20000148;07-02-2023;78238490-2;TEXTIL SUPER LIMITADA;400;400;$2.391.900;$0;Completado;BLUSA DE OPERAR CELESTE VERDE XL
17995;20000068;07-02-2023;78238490-2;TEXTIL SUPER LIMITADA;400;400;$2.391.900;$0;Completado;PANTALON DE OPERAR CREA CELESTE VERDE ELASTICO XL
17996;20000062;07-02-2023;78238490-2;TEXTIL SUPER LIMITADA;400;400;$2.391.900;$0;Completado;PANTALON DE OPERAR CREA CELESTE VERDE ELASTICO M
17996;20000142;07-02-2023;78238490-2;TEXTIL SUPER LIMITADA;400;400;$2.391.900;$0;Completado;BLUSA DE OPERAR CELESTE VERDE M
17997;20000064;07-02-2023;78238490-2;TEXTIL SUPER LIMITADA;400;400;$2.391.900;$0;Completado;PANTALON DE OPERAR CREA CELESTE VERDE ELASTICO L
17997;20000144;07-02-2023;78238490-2;TEXTIL SUPER LIMITADA;400;400;$2.391.900;$0;Completado;BLUSA DE OPERAR CELESTE VERDE L
17998;3470000034;07-02-2023;99576080-0;SUR MEDICAL SPA;12;12;$2.941.680;$0;Completado;BALON EXTRACCION TRIPLE LUMEN
17999;80000012;07-02-2023;76628610-0;Importadora y Comercializadora Re Med Ltda.;720;180;$728.965;$546.724;Abierto;FERULA ALUMINIO DIGITAL
18000;3470000214;07-02-2023;77009405-4;BOSTON SCIENTIFIC CHILE SPA;12;12;$1.713.600;$0;Completado;PAPILOTOMO LATERAL DE ARCO
18001;2444716316;07-02-2023;96659920-0;BIOMiERIEUX CHILE;1;0;$142.800;$142.800;Abierto;E TEST CEFOTAXIMA
18001;2440000349;07-02-2023;96659920-0;BIOMiERIEUX CHILE;2;0;$285.600;$285.600;Abierto;E TEST ERTAPENEM  30 TIRAS 
18001;2440000342;07-02-2023;96659920-0;BIOMiERIEUX CHILE;1;0;$142.800;$142.800;Abierto;E TEST LINEZOLID
18001;2446245921;07-02-2023;96659920-0;BIOMiERIEUX CHILE;1;0;$142.800;$142.800;Abierto;E TEST BENCILPENICILINA
18002;3473470149;07-02-2023;76112212-6;Equipos Medicos Zepeda y Cia. Ltda.;10;10;$178.036;$0;Completado;BAJADA IRRIGACION ERBE
18003;3473470150;07-02-2023;76112212-6;Equipos Medicos Zepeda y Cia. Ltda.;10;10;$41.293;$0;Completado;VALVULA CANAL DE  TRABAJO P BOMBA IRRIGACION
18004;3474811909;07-02-2023;78233420-4;Hospitalia Productos Medicos Ltda.;40;40;$723.520;$0;Completado;HOJA REMOVEDORA CABELLO
18005;2252696610;08-02-2023;77606220-0;SERVICIOS ASESORIAS Y SOLUCIONES FINANCIERAS;9000;9000;$1.274.490;$0;Completado;HISOPO GASA 
18006;10010527;08-02-2023;76473625-7;AMI SPA;125;125;$315.625;$0;Completado;MERMELADA POR KILO DAMASCO MERMELADA CON AZUCAR
18006;100000505;08-02-2023;76473625-7;AMI SPA;80;80;$461.120;$0;Completado;LECHE 0 
18006;10000203;08-02-2023;76473625-7;AMI SPA;30;30;$52.080;$0;Completado;CREMA DE ESPARRAGOS
18006;10000920;08-02-2023;76473625-7;AMI SPA;125;125;$315.625;$0;Completado;MERMELADA POR KILO DURAZNO
18006;10000328;08-02-2023;76473625-7;AMI SPA;60;60;$169.680;$0;Completado;MANJAR
18007;2160000950;08-02-2023;88597500-3;LABORATORIO BIOSANO S.A.;3000;1000;$1.178.100;$785.400;Abierto;PARGEVERINA  ANTIESPASMODICO SIMPLE 
18008;2220000784;08-02-2023;77693540-9;COMERCIALIZADORA MEDISAN LIMITADA;20;20;$5.831.000;$0;Completado;SET TRAQUEOTOMIA PERCUT. C CANULA N 8
18009;3470000755;08-02-2023;86383300-0;MEDIPLEX S.A.;200;200;$2.023.000;$0;Completado;SABANA P CALENTADOR PACIENTE
18010;2220000702;08-02-2023;77478120-K;FRESENIUS KABI CHILE LIMITADA;420;420;$5.497.800;$0;Completado;SONDA NASOGASTRICA ENFIT
18011;2220000701;08-02-2023;77478120-K;FRESENIUS KABI CHILE LIMITADA;17;17;$1.051.960;$0;Completado;SONDA TRILUMEN ENFIT
18012;26065162;08-02-2023;86132100-2;DEMARKA S.A.;12000;12000;$3.213.000;$0;Completado;BRAZALETE AD IDENTIFICACION  CAJA 6X200 
18013;20000304;08-02-2023;91575000-1;SOCOFAR S.A.;16000;16000;$3.522.400;$0;Completado;COMPRESA GASA LAPAROTOMIA
18014;99621666;08-02-2023;76539061-3;DELTA GENERACION SPA;2400;2400;$996.744;$0;Completado;CEPILLO DENTAL
18015;2417055396;08-02-2023;91575000-1;SOCOFAR S.A.;1200;1200;$3.802.764;$0;Completado;TORULA DETECCION TRAZAS EN SUPERFICIE
18016;99140126;08-02-2023;76215260-6;NEMO CHILE S.A.;3360;3360;$2.159.136;$0;Completado;PATO CARTON DESECHABLE ENERTAK
18017;90003670;08-02-2023;76215260-6;NEMO CHILE S.A.;4800;4800;$1.942.080;$0;Completado;CHATA DESECHABLE DE CARTON
18018;2132130001;08-02-2023;61608406-2;HOSPITAL DEL SALVADOR;150;150;$24.990.000;$0;Completado;ANFOTERICINA B LIPOSOMAL 50 MG
18019;2240000705;08-02-2023;76209836-9;ARTICULOS MEDICOS Y QUIRURGICOS CHILE S.A.;300;300;$2.320.500;$0;Completado;APOSITO 19.8 X 14 HIDROFIBRA GRUESO  AQUACEL 
18020;2240000707;08-02-2023;76209836-9;ARTICULOS MEDICOS Y QUIRURGICOS CHILE S.A.;300;300;$2.841.720;$0;Completado;APOSITO HIDROFIBRA FOAM SACRO ADHESIVO  AQUACEL 
18021;2250000275;08-02-2023;76592530-4;Flexing Chile SPA;7500;7500;$2.177.700;$0;Completado;GUANTE QUIR. ESTERIL N  7 1 2
18022;2249963975;08-02-2023;93745000-1;JOHNSON Y JOHNSON DE CHILE S A;36;36;$1.601.788;$0;Completado; SUTURA  ENDOLOOP DE POLIGLACTINA N  0
18023;90090062;08-02-2023;99571800-6;LAGOS DISTRIBUIDORES LIMITADA;560;0;$314.541;$314.541;Completado;PASTA DENTAL 90 GR.
18024;90001002;08-02-2023;77437250-4;SERVICIOS DE ADMINISTRACION Y VENTAS WORKFLOW CHIL...;12000;12000;$3.113.040;$0;Completado;BOLSA AMARILLA 70X90 RESIDUOS ESPECIALES
18025;90001001;08-02-2023;77437250-4;SERVICIOS DE ADMINISTRACION Y VENTAS WORKFLOW CHIL...;6000;6000;$1.556.520;$0;Completado;BOLSA ROJA 70X90 CM RESIDUO PELIGROSO
18026;70000005;08-02-2023;76432389-0;C.G. DEMERCADO SPA;200;6;$1.713.600;$1.662.192;Completado;ENTEREX KARBS POLVO 450 GRS EX NESSUCAR
18027;56010497;08-02-2023;76030456-5;COM. GRAFICA VERGARA MORENO Y CIA LTDA;400;400;$466.480;$0;Completado;BLOCK PASE VISITA
18028;50000106;08-02-2023;76030456-5;COM. GRAFICA VERGARA MORENO Y CIA LTDA;3000;3000;$999.600;$0;Completado;TARJETA TAPA HISTORIA CLINICA AMARILLA
18029;56010334;08-02-2023;76030456-5;COM. GRAFICA VERGARA MORENO Y CIA LTDA;200;200;$138.040;$0;Completado;TALONARIO ROPA SERVICIO DE APOYO AUTOCOPIATIVO F
18030;3409690683;08-02-2023;77237150-0;COMERCIAL KENDALL  CHILE  LTDA;25;25;$1.606.500;$0;Completado;TIJERA LAPAROSCOPIA
18031;28000924;08-02-2023;78233420-4;Hospitalia Productos Medicos Ltda.;2300;2300;$1.915.900;$0;Completado;MASCARILLA GRUESA TRES PLIEGUES Y CAPAS CON ELASTI
18032;2250000783;08-02-2023;81210400-4;Reutter SA;4200;4200;$1.899.240;$0;Completado;MASCARILLA N95 CRAMBERRY
18033;2249512751;08-02-2023;76860782-6;CELL ZION  SOLUCIONES PARA INVESTIGACION;360;97;$1.499.400;$1.095.395;Abierto; SUTURA  GELATINA HEMOSTATICA  COLAGENO  5 X 3 X 1
18034;3470000040;08-02-2023;96756540-7;B.BRAUN MEDICAL SpA;3;3;$325.049;$0;Completado;CATETER TERMODIL. SWAN GANTZ 4 LUMEN 7 FR
18035;2133950000;08-02-2023;61608604-9;Hospital Clinico San Borja Arriarian;50;50;$2.250;$0;Completado;ISONIAZIDA 100 MG
18036;2189991935;08-02-2023;91546000-3;LABORATORIO SANDERSON SA;3040;3040;$1.808.800;$0;Completado;GLUCOSA 5  100 ML.
18037;2180000136;08-02-2023;91546000-3;LABORATORIO SANDERSON SA;600;600;$328.440;$0;Completado;GLUCOSA 5   250 ML
18038;2122902000;08-02-2023;61975700-9;SUBSECRETARIA DE REDES ASISTENCIALES;10000;10000;$2.328.830;$0;Completado;FENTANILO CITRATO 0.5 MG 10 ML
18039;50010120;08-02-2023;76861288-9;DISTRIB. COMERCIALIZACION Y REPRESENTACI;330;330;$1.197.735;$0;Completado;ARCHIVADOR VINILICO 2 AROS LOMO ANCHO  OFICIO 
18040;2223621000;08-02-2023;92288000-K;Drogueria Hofmann Ltda y Cia en CPA;2000;150;$1.201.900;$1.111.758;Abierto;SONDA FOLEY 2 VIAS C B 12 FR  SILKOLATEX  
18041;27000075;08-02-2023;77010745-8;IMP. Y COMERCIALIZADORA LEFIX IMPLANTES ;12;10;$1.599.360;$266.560;Abierto;ESPUMA POLIURETANO
18042;2144599686;08-02-2023;96945670-2;Novofarma Service S.A.;800;600;$556.920;$139.230;Abierto;EMPAGLIFLOZINA 10 MG
18043;3470000004;08-02-2023;77783690-0;DOLPHIN MEDICAL SpA;12;12;$164.220;$0;Completado;AGUJA ESCLEROTERAPIA 21 G X 230 CM
18044;2132130033;08-02-2023;76031071-9;Salcobrand S.A.;30;30;$79.305;$0;Completado;TENOFOVIR LAMIVUDINA DOLUTEGRAVIR 300 300 50mg TLD
18045;2160000800;08-02-2023;76084945-6;GADOR LIMITADA;25;11;$270.725;$151.606;Abierto;PAMIDRONATO DISOD. 90 MG LIOF. AMINOMUX 
18046;2220503033;08-02-2023;96515660-7;CENTRAL DE COMPRAS DEL EXTRASISTEMA S.A.;8000;8000;$2.760.800;$0;Completado;CANULA INTRAVENA 18 GX1 1 4
18047;3473470087;08-02-2023;79895670-1;PV EQUIP SA;3;3;$1.718.241;$0;Completado;KIT DE MONITOREO HEMODINAMICO  PARA TERMODILUCION 
18048;2180000136;08-02-2023;91546000-3;LABORATORIO SANDERSON SA;3260;3260;$1.831.077;$0;Completado;GLUCOSA 5   250 ML
18049;2251574305;08-02-2023;78233420-4;Hospitalia Productos Medicos Ltda.;700;700;$7.746.900;$0;Completado;TELFA CLEAR 30.5 X 61 CM ESTERIL.
18050;2179992115;09-02-2023;76035740-5;PE SOLUCIONES INDUSTRIALES LTDA.;40;40;$2.998.800;$0;Completado;DETERGENTE  ENZIMATICO  NEUTRO 5 LTS.
18051;2254196663;09-02-2023;76131542-0;MEDCORP S.A.;24;24;$12.566.400;$0;Completado;KIT APOSITO ESPONJA ABDOMEN ABIERTO
18052;2254196206;09-02-2023;76131542-0;MEDCORP S.A.;60;60;$2.641.800;$0;Completado;KIT APOSITO ESPONJA HERIDAS NOBLES
18053;2252250016;09-02-2023;76131542-0;MEDCORP S.A.;25;25;$3.421.250;$0;Completado;KIT APOSITO ESPONJA PLATA M
18054;2180000148;09-02-2023;76830090-9;FARMACEUTICA CARIBEAN LTDA;1750;0;$1.843.013;$1.843.013;Completado;GLUCOSA 30   500 ML
18055;2252250017;09-02-2023;76131542-0;MEDCORP S.A.;30;30;$6.426.000;$0;Completado;KIT APOSITO ESPONJA PLATA L
18055;2254196951;09-02-2023;76131542-0;MEDCORP S.A.;30;30;$2.320.500;$0;Completado;KIT APOSITO ESPONJA PLATA S
18056;2220000870;09-02-2023;93366000-1;COMERCIAL IBF LIMITADA;500;500;$470.050;$0;Completado;TUBO ASPIRACION 3 MTS ESTERIL
18057;2244109118;09-02-2023;78297510-2;MEDICINA TECNICA LTDA;30;30;$5.640.600;$0;Completado;CATETER POWER PICC DOBLE LUMEN 5 FR.
18058;2180000138;09-02-2023;91546000-3;LABORATORIO SANDERSON SA;2920;2920;$1.845.119;$0;Completado;GLUCOSA 10   250 ML
18059;2224110280;09-02-2023;96533330-4;HEMISFERIO SUR S.A.;200;200;$3.808.000;$0;Completado;CATETER P MONITOREO ART. INVASIVO G20 X 80
18060;2240000397;09-02-2023;93366000-1;COMERCIAL IBF LIMITADA;15000;15000;$1.588.650;$0;Completado;JERINGA DES. EST. 20 CC EMBUTIDA AG21GX1.5
18061;2255826522;09-02-2023;86821000-1;INMED DROGUERIA LIMITADA;4500;4500;$1.124.550;$0;Completado;BAJADA INFUSION STANDARD
18062;2220000160;09-02-2023;96533330-4;HEMISFERIO SUR S.A.;100;100;$3.082.100;$0;Completado;CATETER VEN. CENT. TRIPLE LUMEN 7 FR X 20 CM
18063;3479599116;09-02-2023;78233420-4;Hospitalia Productos Medicos Ltda.;204;136;$436.968;$145.656;Abierto;HUMIDIFICADOR PRECARGADO CON ADAPTADOR
18064;2165602000;09-02-2023;96519830-K;BPH S.A.;5000;5000;$333.200;$0;Completado;SODIO CLORURO 0.9  20 ML
18065;3409690705;09-02-2023;76215260-6;NEMO CHILE S.A.;2000;2000;$982.940;$0;Completado;KIT RI ON COD 15001
18066;2224110626;09-02-2023;96533330-4;HEMISFERIO SUR S.A.;40;40;$5.212.200;$0;Completado;CATETER VEN. CENT. PENTA LUMEN 12 FR X 20 CM
18067;29440196;09-02-2023;92288000-K;Drogueria Hofmann Ltda y Cia en CPA;8;8;$494.088;$0;Completado;PACK ROPA ORTOPEDIA  DESECHABLE 
18068;3459995637;09-02-2023;76069409-6;IMPORTADORA Y COMERCIALIZADORA RB LTDA;6;6;$571.200;$0;Completado;O.Q.MENTONERA CON BIGOTE
18068;3459902733;09-02-2023;76069409-6;IMPORTADORA Y COMERCIALIZADORA RB LTDA;1;1;$59.500;$0;Completado;O.Q.ARNES
18068;3459993902;09-02-2023;76069409-6;IMPORTADORA Y COMERCIALIZADORA RB LTDA;6;6;$214.200;$0;Completado;O.Q.INSERTO MIXTO GRANDE
18068;3453451374;09-02-2023;76069409-6;IMPORTADORA Y COMERCIALIZADORA RB LTDA;1;1;$101.150;$0;Completado;O.Q.ANTIFAZ CON FRENTE
18068;3450166624;09-02-2023;76069409-6;IMPORTADORA Y COMERCIALIZADORA RB LTDA;8;8;$999.600;$0;Completado;O.Q. GUANTE MANO COMPLETA
18068;3450166629;09-02-2023;76069409-6;IMPORTADORA Y COMERCIALIZADORA RB LTDA;12;12;$1.785.000;$0;Completado;O.Q.GUANTE MANGA BAJO CODO TIRAS INTERDIGITALES
18068;3459900024;09-02-2023;76069409-6;IMPORTADORA Y COMERCIALIZADORA RB LTDA;4;4;$47.600;$0;Completado;O.Q.CUELLO MAO
18068;3459902852;09-02-2023;76069409-6;IMPORTADORA Y COMERCIALIZADORA RB LTDA;2;2;$16.660;$0;Completado;O.Q.TIRANTES  PAR 
18068;3450166458;09-02-2023;76069409-6;IMPORTADORA Y COMERCIALIZADORA RB LTDA;1;1;$29.750;$0;Completado;O.Q.COLLAR ACOLCHADO
18068;3450166691;09-02-2023;76069409-6;IMPORTADORA Y COMERCIALIZADORA RB LTDA;4;4;$285.600;$0;Completado;O.Q.SOQUETE
18068;3459900361;09-02-2023;76069409-6;IMPORTADORA Y COMERCIALIZADORA RB LTDA;2;2;$71.400;$0;Completado;O.Q.CINTILLO
18068;3450166632;09-02-2023;76069409-6;IMPORTADORA Y COMERCIALIZADORA RB LTDA;6;6;$999.600;$0;Completado;O.Q. PANTALON
18068;3403400080;09-02-2023;76069409-6;IMPORTADORA Y COMERCIALIZADORA RB LTDA;8;8;$1.523.200;$0;Completado;O.Q.CAMISETA MANGA LARGA
18068;3459992820;09-02-2023;76069409-6;IMPORTADORA Y COMERCIALIZADORA RB LTDA;6;6;$499.800;$0;Completado;O.Q.MENTONERA CON OREJAS
18068;3403400081;09-02-2023;76069409-6;IMPORTADORA Y COMERCIALIZADORA RB LTDA;4;4;$523.600;$0;Completado;O.Q.BERMUDA
18068;3459993757;09-02-2023;76069409-6;IMPORTADORA Y COMERCIALIZADORA RB LTDA;13;13;$309.400;$0;Completado;O.Q.INSERTO MIXTO MEDIANO
18068;3459900022;09-02-2023;76069409-6;IMPORTADORA Y COMERCIALIZADORA RB LTDA;2;2;$178.500;$0;Completado;O.Q.ANTIFAZ DE LYCRA SIN FRENTE
18068;3459993358;09-02-2023;76069409-6;IMPORTADORA Y COMERCIALIZADORA RB LTDA;27;27;$481.950;$0;Completado;O.Q.INSERTO MIXTO CHICO
18068;3450166625;09-02-2023;76069409-6;IMPORTADORA Y COMERCIALIZADORA RB LTDA;4;4;$380.800;$0;Completado;O.Q. GUANTE PIE
18068;3453450293;09-02-2023;76069409-6;IMPORTADORA Y COMERCIALIZADORA RB LTDA;1;1;$178.500;$0;Completado;O.Q. EXPANSOR BUCAL
18068;3450166453;09-02-2023;76069409-6;IMPORTADORA Y COMERCIALIZADORA RB LTDA;2;2;$71.400;$0;Completado;O.Q.COLLAR SIMPLE
18068;3459902838;09-02-2023;76069409-6;IMPORTADORA Y COMERCIALIZADORA RB LTDA;2;2;$238.000;$0;Completado;O.Q SOSTEN C  MANGA LARGA
18068;3453451373;09-02-2023;76069409-6;IMPORTADORA Y COMERCIALIZADORA RB LTDA;2;2;$83.300;$0;Completado;O.Q. CINTILLO PARA COMPRESION AURICULAR
18068;3459902820;09-02-2023;76069409-6;IMPORTADORA Y COMERCIALIZADORA RB LTDA;2;2;$273.700;$0;Completado;O.Q.PETO C MANGA LARGA
18068;3450166470;09-02-2023;76069409-6;IMPORTADORA Y COMERCIALIZADORA RB LTDA;2;2;$261.800;$0;Completado;O.Q.CAMISETA SIN MANGAS
18068;3459993669;09-02-2023;76069409-6;IMPORTADORA Y COMERCIALIZADORA RB LTDA;2;2;$357.000;$0;Completado;O.Q.PANTALON CON FAJA
18068;3450166457;09-02-2023;76069409-6;IMPORTADORA Y COMERCIALIZADORA RB LTDA;4;4;$333.200;$0;Completado;O.Q. CALCETA
18069;29440197;09-02-2023;96625950-7;TECNIKA S.A.;80;80;$1.589.840;$0;Completado;PACK ROPA EXTREMIDAD INFERIOR  BILATERAL   DESCH 
18070;240000213;09-02-2023;76837282-9;BONES SPA;7;7;$545.932;$0;Completado;ESCRITORIO CON CAJONES
18070;240240126;09-02-2023;76837282-9;BONES SPA;1;1;$73.250;$0;Completado;ESTANTE 5 ESPACIOS CON PUERTA
18071;2250000032;09-02-2023;81210400-4;Reutter SA;6000;0;$1.877.820;$1.877.820;Completado;APOSITO GASA 20X25   20X30 ESTERIL
18072;2250000034;09-02-2023;81210400-4;Reutter SA;7000;7000;$1.124.550;$0;Completado;APOSITO GASA 10X20 ESTERIL
18073;2250001700;09-02-2023;96625950-7;TECNIKA S.A.;3800;3800;$2.170.560;$0;Completado;PA AL SABANILLA DES. AD.
18074;2165602000;09-02-2023;96519830-K;BPH S.A.;20000;20000;$1.332.800;$0;Completado;SODIO CLORURO 0.9  20 ML
18075;2192190553;09-02-2023;96540690-5;GRUPO BIOS S.A.;45;45;$380.799;$0;Completado;CARTRIDGE TEST ACT
18075;2192190556;09-02-2023;96540690-5;GRUPO BIOS S.A.;50;50;$35.582;$0;Completado;TUBO EXAMEN ACT ANGIOGRAFIA
18075;2192190554;09-02-2023;96540690-5;GRUPO BIOS S.A.;25;25;$1.499.400;$0;Completado;CARTRIDGE TEST ASPIRINA 
18075;2192190555;09-02-2023;96540690-5;GRUPO BIOS S.A.;25;25;$2.612.050;$0;Completado;CARTRIDGE TEST CLOPIDOGREL 
18076;2169699276;09-02-2023;96884770-8;ITF LABOMED FARMACEUTICA LTDA.;14500;3300;$57.804.250;$44.648.800;Abierto;ENOXAPARINA 60 MG
18077;2169699285;09-02-2023;76146075-7;ACRUX;1200;200;$885.360;$737.800;Abierto;COMPLEJO HIDROXIDO DE HIERRO SACAROSA
18078;2138926200;09-02-2023;78740450-2;RECBEN XENERICS FARMACEUTICA LTDA.;1200;250;$1.856.400;$1.469.650;Abierto;BUDESONIDA 200 MCG DOSIS 200 DOSIS INH. AEROVIAL 
18079;2410000391;09-02-2023;76261586-K;BIOMUNDO SPA.;500;500;$3.837.750;$0;Completado;JERINGA PARA INYECTORA
18080;2162160022;09-02-2023;61608700-2;Cenabast;1000;1000;$10.779.020;$0;Completado;PROPOFOL 20 MG ML 100
18081;29666909;09-02-2023;96625950-7;TECNIKA S.A.;180;180;$2.848.860;$0;Completado;PACK ROPA UNIVERSAL ESTERIL  DESECHABLE 
18082;2259650540;09-02-2023;77108349-8;IMR SPA;1380;1380;$1.857.328;$0;Completado;GASA LARGA 5 UD.X40 C HILO RADIOPACO DOBLE EMPAQUE
18083;29666909;09-02-2023;96625950-7;TECNIKA S.A.;192;192;$3.038.784;$0;Completado;PACK ROPA UNIVERSAL ESTERIL  DESECHABLE 
18084;29666909;09-02-2023;96625950-7;TECNIKA S.A.;192;192;$3.038.784;$0;Completado;PACK ROPA UNIVERSAL ESTERIL  DESECHABLE 
18085;2257240000;09-02-2023;76592530-4;Flexing Chile SPA;130000;130000;$6.621.160;$0;Completado;GUANTE VINILO MEDIANO
18086;90000619;09-02-2023;79744580-0;Blunding S.A.;34000;34000;$6.271.300;$0;Completado;PECHERA CON MANGA DESECHABLE
18087;240000213;09-02-2023;76837282-9;BONES SPA;2;2;$155.980;$0;Completado;ESCRITORIO CON CAJONES
18088;2242240052;09-02-2023;92288000-K;Drogueria Hofmann Ltda y Cia en CPA;2000;0;$380.800;$380.800;Completado;JERINGA 20 CC PUNTA CONICA LUER LOCK
18089;10000846;10-02-2023;78961140-8;SOCIEDAD PANIFICADORA SANTA GEMA ;824;824;$1.820.216;$0;Completado;PAN CORRIENTE
18089;10000314;10-02-2023;78961140-8;SOCIEDAD PANIFICADORA SANTA GEMA ;57;57;$126.141;$0;Completado;PAN SIN SAL
18090;10000123;10-02-2023;10230910-3;PAOLA SILVANA SEMPREVIVO;125;125;$122.375;$0;Completado;BETARRAGA
18090;10010549;10-02-2023;10230910-3;PAOLA SILVANA SEMPREVIVO;455;455;$543.270;$0;Completado;ZAPALLO PROCESADO CAMOTE EN TROZO SIN CASCARA
